ID,Video,Date,Flower,Time,Hummingbird,Sex,Pierce,
FL001,130601AA,6/1/2013,Heliconia virginalis,6:24:46,White-whiskered Hermit,,,
FL001,130601AA,6/1/2013,Heliconia virginalis,6:28:07,Green-crowned Woodnymph,,,
FL001,130601AA,6/1/2013,Heliconia virginalis,6:55:28,White-whiskered Hermit,,,
FL001,130601AA,6/1/2013,Heliconia virginalis,7:03:11,Stripe-throated Hermit,,,
FL001,130601AA,6/1/2013,Heliconia virginalis,7:35:41,Stripe-throated Hermit,,,
FL001,130601AA,6/1/2013,Heliconia virginalis,7:51:47,White-whiskered Hermit,,,
FL001,130601AA,6/1/2013,Heliconia virginalis,8:45:56,White-whiskered Hermit,,,
FL001,130601AA,6/1/2013,Heliconia virginalis,8:49:01,Stripe-throated Hermit,,,
FL001,130601AA,6/1/2013,Heliconia virginalis,8:55:48,Green-crowned Woodnymph,,,
FL001,130601AA,6/1/2013,Heliconia virginalis,9:17:40,Stripe-throated Hermit,,,
FL001,130601AA,6/1/2013,Heliconia virginalis,9:23:03,White-whiskered Hermit,,,
FL001,130601AA,6/1/2013,Heliconia virginalis,9:51:02,Green-crowned Woodnymph,,,
FL001,130601AA,6/1/2013,Heliconia virginalis,9:59:35,White-whiskered Hermit,,,
FL001,130601AB,6/1/2013,Heliconia virginalis,10:20:03,White-whiskered Hermit,,,
FL001,130601AB,6/1/2013,Heliconia virginalis,10:31:36,White-whiskered Hermit,,,
FL001,130601AB,6/1/2013,Heliconia virginalis,11:33:15,White-whiskered Hermit,,,
FL001,130601AB,6/1/2013,Heliconia virginalis,13:05:29,Green-crowned Woodnymph,,,
FL001,130602AA,6/2/2013,Heliconia virginalis,6:26:09,White-whiskered Hermit,,,
FL001,130602AA,6/2/2013,Heliconia virginalis,6:53:51,Green-crowned Woodnymph,,,
FL001,130602AA,6/2/2013,Heliconia virginalis,7:22:42,Stripe-throated Hermit,,,
FL003,130601AB,6/1/2013,Columnea picta,13:11:27,White-whiskered Hermit,,,
FL003,130601AB,6/1/2013,Columnea picta,13:30:08,Stripe-throated Hermit,,,
FL005,130602AA,6/2/2013,Palicourea demissa,7:14:13,White-necked Jacobin,,,
FL026,130615AA,6/15/2013,Heliconia burleana,6:32:34,Tawny-bellied Hermit,,,
FL026,130615AA,6/15/2013,Heliconia burleana,7:57:03,Tawny-bellied Hermit,,,
FL026,130615AA,6/15/2013,Heliconia burleana,9:56:18,Tawny-bellied Hermit,,,
FL026,130615AB,6/15/2013,Heliconia burleana,17:36:32,Brown Inca,,,
FL026,130616AA,6/16/2013,Heliconia burleana,8:20:11,UKWN,,,
FL026,130616AA,6/16/2013,Heliconia burleana,8:36:41,Tawny-bellied Hermit,,,
FL027,130615AA,6/15/2013,Drymonia collegarum,8:22:08,Tawny-bellied Hermit,,,
FL027,130616AB,6/16/2013,Drymonia collegarum,14:51:45,Tawny-bellied Hermit,,,
FL028,130615AA,6/15/2013,Columnea Strigosa,7:46:40,UKWN,,,
FL028,130615AA,6/15/2013,Columnea Strigosa,8:30:33,UKWN,,,
FL028,130616AA,6/16/2013,Columnea Strigosa,7:24:43,UKWN,,,
FL029,130616AA,6/16/2013,Palicourea acetosoides,9:30:04,Brown Inca,,,
FL030,130615AA,6/15/2013,Psammisia ulbrichiana,8:26:52,Brown Inca,,,
FL030,130615AB,6/15/2013,Psammisia ulbrichiana,17:06:45,Brown Inca,,,
FL030,130616AA,6/16/2013,Psammisia ulbrichiana,6:30:03,Brown Inca,,,
FL030,130616AA,6/16/2013,Psammisia ulbrichiana,9:24:05,Brown Inca,,,
FL030,130616AA,6/16/2013,Psammisia ulbrichiana,17:04:32,Brown Inca,,,
FL030,130616AA,6/16/2013,Psammisia ulbrichiana,17:17:50,Violet-tailed Sylph,,,
FL031,130619AA,6/19/2013,Drymonia tuescheri,9:23:29,Violet-tailed Sylph,M,,
FL031,130620AA,6/20/2013,Drymonia tuescheri,7:04:20,Violet-tailed Sylph,F,,
FL031,130620AA,6/20/2013,Drymonia tuescheri,8:03:53,Violet-tailed Sylph,F,,
FL031,130620AA,6/20/2013,Drymonia tuescheri,9:13:18,Violet-tailed Sylph,F,,
FL031,130620AB,6/20/2013,Drymonia tuescheri,15:01:56,Violet-tailed Sylph,F,,
FL032,130615AB,6/15/2013,Centropogon solanifolius,16:20:07,Tawny-bellied Hermit,,,
FL032,130616AA,6/16/2013,Centropogon solanifolius,6:32:30,Tawny-bellied Hermit,,,
FL033,130615AA,6/15/2013,Fucshia macrostigma,5:52:41,UKWN,,Y,
FL035,130615AA,6/15/2013,Palicourea lineata,15:41:13,Gorgeted Sunangel,,,
FL035,130615AA,6/16/2013,Palicourea lineata,15:04:12,Gorgeted Sunangel,,,
FL036,130615AA,6/15/2013,Palicourea lineata,15:09:37,Speckled Hummingbird,,,
FL038,130619AA,6/19/2013,Glossoloma oblongicalyx,14:21:22,Tawny-bellied Hermit,,,
FL038,130619AA,6/19/2013,Glossoloma oblongicalyx,15:55:52,Speckled Hummingbird,,Y,
FL043,130624AA,6/24/2013,Palicourea acetosoides,8:41:22,Collared Inca,,,
FL043,130624AA,6/24/2013,Palicourea acetosoides,9:23:17,Violet-tailed Sylph,F,,
FL043,130624AB,6/24/2013,Palicourea acetosoides,14:03:44,Violet-tailed Sylph,F,Y,
FL043,130624AB,6/24/2013,Palicourea acetosoides,16:57:40,Violet-tailed Sylph,F,Y,
FL043,130625AA,6/25/2013,Palicourea acetosoides,7:02:47,Violet-tailed Sylph,F,Y,
FL043,130625AA,6/25/2013,Palicourea acetosoides,9:25:56,Violet-tailed Sylph,F,Y,
FL043,130625AB,6/25/2013,Palicourea acetosoides,14:06:39,UKWN,,,
FL043,130625AB,6/25/2013,Palicourea acetosoides,16:49:44,UKWN,,,
FL044,130624AB,6/24/2013,Macleania bullata,14:03:15,Collared Inca,,,
FL044,130626AA,6/26/2013,Macleania bullata,6:36:52,Collared Inca,,,
FL044,130626AA,6/26/2013,Macleania bullata,6:58:01,Collared Inca,,,
FL044,130626AA,6/26/2013,Macleania bullata,8:28:59,Collared Inca,,,
FL046,130625AA,6/25/2013,Psammisia ulbrichiana,15:04:00,Gorgeted Sunangel,,,
FL047,130628AA,6/28/2013,Mikania websteri,8:42:43,Hoary Puffleg,,,
FL049,130705AA,7/4/2013,Salvia quitensis,8:32:30,Stripe-throated Hermit,,,
FL049,130705AA,7/4/2013,Salvia quitensis,16:47:29,Stripe-throated Hermit,,,
FL050,130704AA,7/4/2013,Centropogon solanifolius,8:43:55,Wedge-billed Hummingbird,,,
FL050,130704AB,7/4/2013,Centropogon solanifolius,15:43:38,Tawny-bellied Hermit,,,
FL050,130705AA,7/5/2013,Centropogon solanifolius,9:39:10,Tawny-bellied Hermit,,,
FL050,130705AB,7/5/2013,Centropogon solanifolius,16:43:24,Tawny-bellied Hermit,,,
FL052,130705AA,7/5/2013,Glossoloma purpureum,9:26:46,Stripe-throated Hermit,,,
FL053,130705AA,7/5/2013,Renealmia sessifolia,7:15:32,Booted Racket-tail,,,
FL053,130706AA,7/6/2013,Renealmia sessifolia,7:10:26,White-whiskered Hermit,,,
FL053,130706AA,7/6/2013,Renealmia sessifolia,8:40:47,Tawny-bellied Hermit,,,
FL053,130706AA,7/6/2013,Renealmia sessifolia,15:53:47,Tawny-bellied Hermit,,,
FL054,130706AA,7/6/2013,Heliconia burleana,6:38:09,Tawny-bellied Hermit,,,
FL054,130706AA,7/6/2013,Heliconia burleana,9:12:19,Tawny-bellied Hermit,,,
FL057,130704AA,7/4/2013,Glossoloma purpureum,16:25:30,Stripe-throated Hermit,,,Y
FL057,130704AB,7/4/2013,Glossoloma purpureum,17:03:25,White-whiskered Hermit,,,
FL057,130704AB,7/4/2013,Glossoloma purpureum,17:57:45,Stripe-throated Hermit,,,Y
FL057,130705AA,7/5/2013,Glossoloma purpureum,6:39:37,Stripe-throated Hermit,,,Y
FL057,130705AA,7/5/2013,Glossoloma purpureum,6:57:05,White-whiskered Hermit,,,
FL057,130705AA,7/5/2013,Glossoloma purpureum,8:07:01,Stripe-throated Hermit,,,Y
FL057,130705AA,7/5/2013,Glossoloma purpureum,9:14:03,White-whiskered Hermit,,,
FL057,130705AB,7/5/2013,Glossoloma purpureum,15:55:41,White-whiskered Hermit,,,
FL057,130705AB,7/5/2013,Glossoloma purpureum,15:55:55,Stripe-throated Hermit,,,Y
FL057,130705AB,7/5/2013,Glossoloma purpureum,16:48:19,Stripe-throated Hermit,,,Y
FL057,130705AB,7/5/2013,Glossoloma purpureum,17:51:07,Stripe-throated Hermit,,,
FL058,130704AA,7/4/2013,Drymonia teuscheri,16:15:06,Tawny-bellied Hermit,,,
FL058,130704AB,7/4/2013,Drymonia teuscheri,17:02:47,Stripe-throated Hermit,,,
FL058,130705AA,7/5/2013,Drymonia teuscheri,6:40:40,White-whiskered Hermit,,,
FL058,130705AA,7/5/2013,Drymonia teuscheri,7:00:27,Tawny-bellied Hermit,,,
FL058,130705AA,7/5/2013,Drymonia teuscheri,7:31:25,Tawny-bellied Hermit,,,
FL058,130705AA,7/5/2013,Drymonia teuscheri,7:51:28,White-whiskered Hermit,,,
FL058,130705AA,7/5/2013,Drymonia teuscheri,7:56:49,Tawny-bellied Hermit,,,
FL058,130705AA,7/5/2013,Drymonia teuscheri,8:59:17,White-whiskered Hermit,,,
FL058,130705AA,7/5/2013,Drymonia teuscheri,9:08:36,Stripe-throated Hermit,,,
FL058,130705AA,7/5/2013,Drymonia teuscheri,9:09:46,Tawny-bellied Hermit,,,
FL058,130705AA,7/5/2013,Drymonia teuscheri,9:22:04,Stripe-throated Hermit,,,
FL058,130705AB,7/5/2013,Drymonia teuscheri,17:26:33,Tawny-bellied Hermit,,,
FL060,130710AA,7/10/2013,Palicourea demissa,7:13:36,Booted Racket-tail,,,
FL060,130710AA,7/10/2013,Palicourea demissa,7:18:58,Stripe-throated Hermit,,,
FL060,130710AA,7/10/2013,Palicourea demissa,7:41:54,Booted Racket-tail,,,
FL060,130710AA,7/10/2013,Palicourea demissa,8:02:43,Booted Racket-tail,,,
FL060,130710AA,7/10/2013,Palicourea demissa,8:37:29,Booted Racket-tail,,,
FL060,130710AA,7/10/2013,Palicourea demissa,8:47:49,Stripe-throated Hermit,,,
FL060,130710AA,7/10/2013,Palicourea demissa,9:19:19,Booted Racket-tail,,,
FL060,130710AA,7/10/2013,Palicourea demissa,9:20:04,White-whiskered Hermit,,,
FL060,130710AA,7/10/2013,Palicourea demissa,9:38:27,Stripe-throated Hermit,,,
FL060,130710AB,7/10/2013,Palicourea demissa,14:30:00,Green-crowned Woodnymph,,,
FL060,130710AB,7/10/2013,Palicourea demissa,14:47:03,Purple-bibbed Whitetip,,,
FL060,130710AB,7/10/2013,Palicourea demissa,15:50:03,UKWN,,,
FL060,130710AB,7/10/2013,Palicourea demissa,17:25:55,Booted Racket-tail,,,
FL060,130711AA,7/11/2013,Palicourea demissa,6:14:24,Stripe-throated Hermit,,,
FL060,130711AA,7/11/2013,Palicourea demissa,6:23:40,Booted Racket-tail,,,
FL060,130711AA,7/11/2013,Palicourea demissa,7:20:54,Purple-bibbed Whitetip,,,
FL060,130711AA,7/11/2013,Palicourea demissa,8:48:20,UKWN,,,
FL060,130711AA,7/11/2013,Palicourea demissa,9:01:27,Stripe-throated Hermit,,,
FL060,130711AA,7/11/2013,Palicourea demissa,9:28:51,Purple-bibbed Whitetip,,,
FL061,130710AA,7/10/2013,Psammisia aberrans,7:52:54,White-whiskered Hermit,,,
FL061,130710AA,7/10/2013,Psammisia aberrans,8:10:28,White-whiskered Hermit,,,
FL061,130710AA,7/10/2013,Psammisia aberrans,8:46:08,White-whiskered Hermit,,,
FL061,130710AA,7/10/2013,Psammisia aberrans,8:55:47,White-whiskered Hermit,,,
FL061,130710AA,7/10/2013,Psammisia aberrans,9:10:42,Tawny-bellied Hermit,,,
FL061,130710AA,7/10/2013,Psammisia aberrans,9:44:24,Tawny-bellied Hermit,,,
FL061,130710AB,7/10/2013,Psammisia aberrans,14:49:58,White-whiskered Hermit,,,
FL061,130710AB,7/10/2013,Psammisia aberrans,16:44:43,White-whiskered Hermit,,,
FL061,130711AA,7/11/2013,Psammisia aberrans,6:25:30,White-whiskered Hermit,,,
FL061,130711AA,7/11/2013,Psammisia aberrans,8:23:11,UKWN,,,
FL061,130711AA,7/11/2013,Psammisia aberrans,8:55:00,UKWN,,,
FL061,130711AB,7/11/2013,Psammisia aberrans,15:11:43,Tawny-bellied Hermit,,,
FL061,130711AB,7/11/2013,Psammisia aberrans,15:21:07,White-whiskered Hermit,,,
FL061,130711AB,7/11/2013,Psammisia aberrans,16:31:57,White-whiskered Hermit,,,
FL061,130711AB,7/11/2013,Psammisia aberrans,16:35:58,UKWN,,,
FL062,130709AA,7/9/2013,Psammisia aberrans,15:43:35,White-whiskered Hermit,,,
FL062,130710AA,7/10/2013,Psammisia aberrans,9:56:15,Tawny-bellied Hermit,,,
FL063,130709AA,7/9/2013,Drymonia tenuis,14:41:23,Brown Inca,,,
FL063,130710AA,7/10/2013,Drymonia tenuis,7:50:07,Brown Inca,,,
FL063,130710AB,7/10/2013,Drymonia tenuis,17:11:56,UKWN,,,
FL063,130711AA,7/11/2013,Drymonia tenuis,7:54:54,White-whiskered Hermit,,,
FL064,130710AA,7/10/2013,Columnea mastersonii,9:40:01,Tawny-bellied Hermit,,,
FL072,130724AA,7/24/2013,Psammisia ulbrichiana,15:02:08,Brown Inca,,,
FL072,130724AA,7/24/2013,Psammisia ulbrichiana,16:32:36,Brown Inca,,,
FL072,130724AA,7/24/2013,Psammisia ulbrichiana,17:32:50,Brown Inca,,,
FL072,130725AA,7/25/2013,Psammisia ulbrichiana,6:31:46,Brown Inca,,,
FL072,130725AA,7/25/2013,Psammisia ulbrichiana,7:42:06,Brown Inca,,,
FL072,130725AA,7/25/2013,Psammisia ulbrichiana,9:07:27,Brown Inca,,,
FL072,130725AA,7/25/2013,Psammisia ulbrichiana,9:30:20,Violet-tailed Sylph,,Y,
FL072,130725AB,7/25/2013,Psammisia ulbrichiana,15:52:22,UKWN,,,
FL072,130725AB,7/25/2013,Psammisia ulbrichiana,17:08:01,Brown Inca,,,
FL072,130725AB,7/25/2013,Psammisia ulbrichiana,17:43:48,Brown Inca,,,
FL072,130726AA,7/26/2013,Psammisia ulbrichiana,7:48:39,Brown Inca,,,
FL072,130726AA,7/26/2013,Psammisia ulbrichiana,9:21:07,Brown Inca,,,
FL073,130724AA,7/24/2013,Heliconia impudica,15:37:55,Violet-tailed Sylph,,,
FL073,130725AA,7/25/2013,Heliconia impudica,7:33:53,Violet-tailed Sylph,,,
FL073,130726AA,7/26/2013,Heliconia impudica,6:57:39,Brown Inca,,,
FL073,130726AA,7/26/2013,Heliconia impudica,7:24:48,Brown Inca,,,
FL073,130726AA,7/26/2013,Heliconia impudica,7:36:58,Violet-tailed Sylph,,,
FL073,130726AA,7/26/2013,Heliconia impudica,9:20:38,Tawny-bellied Hermit,,,
FL074,130724AA,7/24/2013,Columnea ciliata,16:01:06,Violet-tailed Sylph,,,
FL076,130724AA,7/24/2013,Palicourea lineata,17:08:25,Violet-tailed Sylph,,,
FL076,130725AA,7/25/2013,Palicourea lineata,7:27:58,Violet-tailed Sylph,,,
FL076,130725AA,7/25/2013,Palicourea lineata,8:00:15,UKWN,,,
FL076,130725AB,7/25/2013,Palicourea lineata,17:09:00,Violet-tailed Sylph,,,
FL076,130726AA,7/26/2013,Palicourea lineata,6:32:21,Violet-tailed Sylph,,,
FL077,130724AA,7/24/2013,Tillandsia complanata,6:18:05,UKWN,,,
FL078,130725AA,7/25/2013,Palicourea demissa,6:49:37,Booted Racket-tail,,,
FL078,130725AA,7/25/2013,Palicourea demissa,9:51:27,Buff-tailed Coronet,,,
FL078,130725AA,7/25/2013,Palicourea demissa,15:01:52,UKWN,,,
FL078,130725AB,7/25/2013,Palicourea demissa,16:28:29,Buff-tailed Coronet,,,
FL078,130726AA,7/26/2013,Palicourea demissa,6:25:48,Fawn-breasted Brilliant,,,
FL078,130726AA,7/26/2013,Palicourea demissa,7:30:53,UKWN,,,
FL078,130726AA,7/26/2013,Palicourea demissa,7:42:55,Fawn-breasted Brilliant,,,
FL079,130725AA,7/25/2013,Drymonia collegarum,7:23:50,Brown Inca,,,
FL079,130725AA,7/25/2013,Drymonia collegarum,7:59:45,Brown Inca,,,
FL079,130725AA,7/25/2013,Drymonia collegarum,8:24:55,Fawn-breasted Brilliant,,,
FL079,130725AA,7/25/2013,Drymonia collegarum,9:47:34,Tawny-bellied Hermit,,,
FL079,130725AB,7/25/2013,Drymonia collegarum,14:56:40,Brown Inca,,,
FL079,130725AB,7/25/2013,Drymonia collegarum,15:15:28,Brown Inca,,,
FL079,130725AB,7/25/2013,Drymonia collegarum,18:25:27,Brown Inca,,,
FL079,130726AA,7/26/2013,Drymonia collegarum,7:02:03,Brown Inca,,,
FL079,130726AA,7/26/2013,Drymonia collegarum,7:05:36,Brown Inca,,,
FL079,130726AA,7/26/2013,Drymonia collegarum,7:26:06,Tawny-bellied Hermit,,,
FL079,130726AB,7/26/2013,Drymonia collegarum,14:33:54,Brown Inca,,,
FL079,130726AB,7/26/2013,Drymonia collegarum,16:41:02,Brown Inca,,,
FL079,130726AB,7/26/2013,Drymonia collegarum,17:20:18,Tawny-bellied Hermit,,,
FL080,130725AA,25-Jul,Pitcairnia sodoroi,15:14:57,Violet-tailed Sylph,,,
FL080,130725AA,25-Jul,Pitcairnia sodoroi,17:18,Brown Inca,,,
FL080,130725AA,25-Jul,Pitcairnia sodoroi,17:27:30,Violet-tailed Sylph,,,
FL080,130726AA,7/26/2013,Pitcairnia sodoroi,6:16:26,Brown Inca,,,
FL080,130726AA,7/26/2013,Pitcairnia sodoroi,6:24:34,Violet-tailed Sylph,,,
FL080,130726AA,7/26/2013,Pitcairnia sodoroi,6:27:24,Brown Inca,,,
FL080,130726AA,7/26/2013,Pitcairnia sodoroi,7:57:22,Brown Inca,,,
FL080,130726AA,7/26/2013,Pitcairnia sodoroi,8:23:09,Violet-tailed Sylph,,,
FL080,130726AA,7/26/2013,Pitcairnia sodoroi,9:19,Brown Inca,,,
FL080,130726AA,7/26/2013,Pitcairnia sodoroi,9:21:32,Violet-tailed Sylph,,,
FL080,130726AB,7/26/2013,Pitcairnia sodoroi,16:22:19,Violet-tailed Sylph,,,
FL080,130727AA,7/27/2013,Pitcairnia sodoroi,6:24:49,Brown Inca,,,
FL080,130727AA,7/27/2013,Pitcairnia sodoroi,6:57:21,Brown Inca,,,
FL080,130727AA,7/27/2013,Pitcairnia sodoroi,7:02:18,Brown Inca,,,
FL080,130727AA,7/27/2013,Pitcairnia sodoroi,7:14:10,Violet-tailed Sylph,,,
FL080,130727AA,7/27/2013,Pitcairnia sodoroi,8:21:18,Brown Inca,,,
FL080,130727AA,7/27/2013,Pitcairnia sodoroi,9:06:53,Tawny-bellied Hermit,,,
FL081,130727AA,7/27/2013,Psammisia sodoroi,8:23:50,Violet-tailed Sylph,,,
FL081,130727AA,7/27/2013,Psammisia sodoroi,8:35:50,Violet-tailed Sylph,,,
FL081,130727AA,7/27/2013,Psammisia sodoroi,9:52:19,Violet-tailed Sylph,,,
FL081,130726AC,7/26/2013,Psammisia sodoroi,14:43:00,Violet-tailed Sylph,F,,
FL081,130726AC,7/26/2013,Psammisia sodoroi,15:49:50,Violet-tailed Sylph,F,,
FL081,130726AC,7/26/2013,Psammisia sodoroi,16:55:29,Violet-tailed Sylph,,,
FL081,130727AB,7/27/2013,Psammisia sodoroi,15:14:25,Brown Inca,,,
FL081,130727AB,7/27/2013,Psammisia sodoroi,16:46:29,Violet-tailed Sylph,,,
FL082,130727AC,7/27/2013,Renealmia sessifolia,16:08:13,Violet-tailed Sylph,F,,
FL082,130727AC,7/27/2013,Renealmia sessifolia,17:14:02,Violet-tailed Sylph,,,
FL082,130727AC,7/27/2013,Renealmia sessifolia,17:56:10,Violet-tailed Sylph,,,
FL082,130728AA,7/28/2013,Renealmia sessifolia,6:58:53,Violet-tailed Sylph,,,
FL082,130728AB,7/28/2013,Renealmia sessifolia,17:58:06,Violet-tailed Sylph,,,
FL083,130728AA,7/28/2013,Psammisia sodoroi,14:31:44,Gorgeted Sunangel,,,
FL083,130728AB,7/28/2013,Psammisia sodoroi,14:42:09,Gorgeted Sunangel,,,
FL083,130728AB,7/28/2013,Psammisia sodoroi,15:04:35,Gorgeted Sunangel,,,
FL083,130728AB,7/28/2013,Psammisia sodoroi,15:36:43,Gorgeted Sunangel,,,
FL083,130728AB,7/28/2013,Psammisia sodoroi,15:58:42,Gorgeted Sunangel,,,
FL083,130728AB,7/28/2013,Psammisia sodoroi,16:32:51,Gorgeted Sunangel,,,
FL083,130728AB,7/28/2013,Psammisia sodoroi,16:57:26,Gorgeted Sunangel,,,
FL083,130728AB,7/28/2013,Psammisia sodoroi,17:14:04,Gorgeted Sunangel,,,
FL083,130728AB,7/28/2013,Psammisia sodoroi,17:31:17,Gorgeted Sunangel,,,
FL083,130728AB,7/28/2013,Psammisia sodoroi,17:36:09,Gorgeted Sunangel,,,
FL083,130728AB,7/28/2013,Psammisia sodoroi,17:50:56,Gorgeted Sunangel,,,
FL083,130729AA,7/29/2013,Psammisia sodoroi,6:06:38,Gorgeted Sunangel,,,
FL083,130729AA,7/29/2013,Psammisia sodoroi,6:14:42,Collared Inca,,,
FL083,130729AA,7/29/2013,Psammisia sodoroi,6:32:10,Speckled Hummingbird,,,
FL083,130729AA,7/29/2013,Psammisia sodoroi,6:51:15,Gorgeted Sunangel,,,
FL083,130729AA,7/29/2013,Psammisia sodoroi,9:19:19,Gorgeted Sunangel,,,
FL083,130729AB,7/29/2013,Psammisia sodoroi,14:43:25,Gorgeted Sunangel,,,
FL083,130729AB,7/29/2013,Psammisia sodoroi,15:01:09,Gorgeted Sunangel,,,
FL083,130729AB,7/29/2013,Psammisia sodoroi,15:24:14,Gorgeted Sunangel,,,
FL083,130729AB,7/29/2013,Psammisia sodoroi,15:48:01,Gorgeted Sunangel,,,
FL083,130729AB,7/29/2013,Psammisia sodoroi,16:25:26,Gorgeted Sunangel,,,
FL083,130729AB,7/29/2013,Psammisia sodoroi,16:36:36,Gorgeted Sunangel,,,
FL083,130729AB,7/29/2013,Psammisia sodoroi,16:49:57,Gorgeted Sunangel,,,
FL083,130729AB,7/29/2013,Psammisia sodoroi,17:09:40,Gorgeted Sunangel,,,
FL083,130729AB,7/29/2013,Psammisia sodoroi,17:31:56,Gorgeted Sunangel,,,
FL083,130729AB,7/29/2013,Psammisia sodoroi,18:10:56,Gorgeted Sunangel,,,
FL084,130728AB,7/28/2013,Psammisia ulbrichiana,15:09:53,Gorgeted Sunangel,,,
FL084,130728AB,7/28/2013,Psammisia ulbrichiana,17:19:32,Collared Inca,,,
FL084,130729AA,7/29/2013,Psammisia ulbrichiana,7:36:39,Gorgeted Sunangel,,,
FL084,130729AA,7/29/2013,Psammisia ulbrichiana,7:50:55,Green-fronted Lancebill,,,
FL084,130729AA,7/29/2013,Psammisia ulbrichiana,9:43:32,Gorgeted Sunangel,,,
FL084,130729AB,7/29/2013,Psammisia ulbrichiana,15:01:29,Collared Inca,,,
FL084,130729AB,7/29/2013,Psammisia ulbrichiana,15:46:41,Gorgeted Sunangel,,,
FL084,130730AA,7/30/2013,Psammisia ulbrichiana,6:55:25,Gorgeted Sunangel,,,
FL084,130730AA,7/30/2013,Psammisia ulbrichiana,7:49:22,Gorgeted Sunangel,,,
FL084,130730AA,7/30/2013,Psammisia ulbrichiana,7:56:25,Collared Inca,,,
FL084,130730AA,7/30/2013,Psammisia ulbrichiana,8:54:44,Gorgeted Sunangel,,,
FL086,130723AB,7/23/2013,Psammisia ulbrichiana,15:03:47,Wedge-billed Hummingbird,,,
FL086,130723AB,7/23/2013,Psammisia ulbrichiana,6:29:02,Violet-tailed Sylph,F,,
FL086,130723AA,7/23/2013,Psammisia ulbrichiana,8:22:03,Fawn-breasted Brilliant,,,
FL086,130723AA,7/23/2013,Psammisia ulbrichiana,14:51:17,Wedge-billed Hummingbird,,,
FL087,130729AA,7/29/2013,Centropogon solanifolius,15:08:23,Violet-tailed Sylph,,,
FL087,130730AA,7/30/2013,Centropogon solanifolius,6:48:38,Tawny-bellied Hermit,,,
FL087,130730AA,7/30/2013,Centropogon solanifolius,7:15:36,Tawny-bellied Hermit,,,
FL087,130730AA,7/30/2013,Centropogon solanifolius,7:45:45,Brown Inca,,,
FL087,130730AA,7/30/2013,Centropogon solanifolius,8:25:28,Tawny-bellied Hermit,,,
FL087,130730AA,7/30/2013,Centropogon solanifolius,9:26:53,Fawn-breasted Brilliant,,,
FL087,130730AA,7/30/2013,Centropogon solanifolius,14:33:21,Tawny-bellied Hermit,,,
FL087,130730AB,7/30/2013,Centropogon solanifolius,16:38:07,Violet-tailed Sylph,,,
FL087,130731AA,7/31/2013,Centropogon solanifolius,6:58:48,Tawny-bellied Hermit,,,
FL087,130731AA,7/31/2013,Centropogon solanifolius,9:51:31,Tawny-bellied Hermit,,,
FL088,130730AB,7/30/2013,Bomarea multiflora,16:44:37,Gorgeted Sunangel,,,
FL088,130801AA,8/1/2013,Bomarea multiflora,8:11:02,Tawny-bellied Hermit,,,
FL088,130801AA,8/1/2013,Bomarea multiflora,9:55:58,Gorgeted Sunangel,,,
FL088,130802AA,8/2/2013,Bomarea multiflora,7:29:54,Collared Inca,,,
FL088,130802AB,8/2/2013,Bomarea multiflora,18:03:38,Gorgeted Sunangel,,,
